VMs,TimeWindow,Model,Score,BestParams
planetlab-01_cs_princeton_edu_nyu_d,3,GradientBoosting,0.000482525,"{'min_samples_split': 8, 'warm_start': True, 'loss': 'huber', 'max_leaf_nodes': 6, 'min_samples_leaf': 2, 'learning_rate': 0.05, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 10}"
planetlab-01_cs_princeton_edu_root,10,SVR,0.005523509,"{'coef0': 0, 'degree': 7, 'kernel': 'poly', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab-01_kusa_ac_jp_irisaple_HEAP,20,GradientBoosting,0.000770066,"{'min_samples_split': 2, 'warm_start': True, 'loss': 'lad', 'max_leaf_nodes': 9, 'min_samples_leaf': 4, 'learning_rate': 0.01, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 3, 'max_features': 'auto', 'n_estimators': 50}"
planetlab-01_kusa_ac_jp_root,10,DNN,0.0076373,79
planetlab-01_kusa_ac_jp_uw_oneswarm,15,SVR,0.014414234,"{'coef0': 0, 'degree': 17, 'kernel': 'sigmoid', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab-01_vt_nodes_planet-lab_org_root,4,LinearRegression,0.007480706,None
planetlab-01_vt_nodes_planet-lab_org_uw_oneswarm,15,DNN,0.002672781,14
planetlab-02_kusa_ac_jp_irisaple_HEAP,10,DNN,0.001659595,76
planetlab-02_kusa_ac_jp_nyu_d,15,RandomForest,0.00019809,"{'bootstrap': True, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_depth': 2, 'n_estimators': 200}"
planetlab-02_kusa_ac_jp_root,3,GradientBoosting,0.006631998,"{'min_samples_split': 3, 'warm_start': True, 'loss': 'lad', 'max_leaf_nodes': 2, 'min_samples_leaf': 4, 'learning_rate': 0.3, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 2, 'max_features': 'auto', 'n_estimators': 20}"
planetlab-02_kusa_ac_jp_uw_oneswarm,15,SVR,0.022875978,"{'coef0': 0, 'degree': 5, 'kernel': 'sigmoid', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab-02_vt_nodes_planet-lab_org_uw_oneswarm,20,SVR,0.004804596,"{'coef0': 0, 'degree': 16, 'kernel': 'sigmoid', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab-03_vt_nodes_planet-lab_org_irisaple_HEAP,2,DNN,0.00063863,44
planetlab-03_vt_nodes_planet-lab_org_uw_oneswarm,5,GradientBoosting,0.004752058,"{'min_samples_split': 7, 'warm_start': False, 'loss': 'lad', 'max_leaf_nodes': 7, 'min_samples_leaf': 6, 'learning_rate': 0.1, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 200}"
planetlab-04_cs_princeton_edu_clemson_kangc,20,DNN,0.000141003,54
planetlab-04_cs_princeton_edu_nyu_d,15,SVR,0.000706974,"{'coef0': 0, 'degree': 11, 'kernel': 'sigmoid', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab-04_cs_princeton_edu_root,20,GradientBoosting,0.002940419,"{'min_samples_split': 5, 'warm_start': True, 'loss': 'huber', 'max_leaf_nodes': 6, 'min_samples_leaf': 9, 'learning_rate': 0.05, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 2, 'max_features': 'log2', 'n_estimators': 100}"
planetlab-04_cs_princeton_edu_uw_oneswarm,10,LinearRegression,0.014928099,None
planetlab-04_vt_nodes_planet-lab_org_irisaple_HEAP,15,DecisionTree,0.000374728,"{'max_leaf_nodes': 3, 'min_samples_leaf': 8, 'min_impurity_decrease': 10, 'presort': False, 'min_samples_split': 5, 'max_depth': 2, 'max_features': 'auto', 'min_weight_fraction_leaf': 0}"
planetlab-04_vt_nodes_planet-lab_org_uw_oneswarm,3,DNN,0.000286736,11
planetlab-05_cs_princeton_edu_clemson_kangc,15,GradientBoosting,0.000134772,"{'min_samples_split': 4, 'warm_start': False, 'loss': 'ls', 'max_leaf_nodes': 2, 'min_samples_leaf': 5, 'learning_rate': 0.01, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 10}"
planetlab-05_cs_princeton_edu_princeton_comon,20,AdaBooster,0.000211603,"{'learning_rate': 0.01, 'loss': 'exponential', 'n_estimators': 20}"
planetlab-05_cs_princeton_edu_utokyo_sora,2,DNN,0.00012272,22
planetlab-05_cs_princeton_edu_uw_oneswarm,15,SVR,0.010103546,"{'coef0': 0, 'degree': 13, 'kernel': 'rbf', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab-06_cs_princeton_edu_irisaple_HEAP,1,AdaBooster,0.000338517,"{'learning_rate': 0.3, 'loss': 'exponential', 'n_estimators': 20}"
planetlab-06_cs_princeton_edu_utokyo_sora,2,DNN,0.00012706,2
planetlab-1_amst_nodes_planet-lab_org_rnp_dcc_ufjf,20,DNN,0.01173977,55
planetlab-1_amst_nodes_planet-lab_org_root,20,DNN,0.00327868,97
planetlab-1_amst_nodes_planet-lab_org_uw_oneswarm,20,LinearRegression,0.007939018,None
planetlab-1_amst_nodes_planet-lab_org_uw_seattle,3,GradientBoosting,0.000782901,"{'min_samples_split': 3, 'warm_start': True, 'loss': 'lad', 'max_leaf_nodes': 9, 'min_samples_leaf': 9, 'learning_rate': 0.01, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': None, 'max_features': 'auto', 'n_estimators': 50}"
planetlab-1_calpoly-netlab_net_irisaple_wup,10,GradientBoosting,0.000300983,"{'min_samples_split': 5, 'warm_start': False, 'loss': 'huber', 'max_leaf_nodes': 3, 'min_samples_leaf': 3, 'learning_rate': 0.05, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': None, 'max_features': 'sqrt', 'n_estimators': 10}"
planetlab-1_calpoly-netlab_net_uw_oneswarm,15,LinearRegression,0.001929018,None
planetlab-1_cmcl_cs_cmu_edu_uw_oneswarm,15,DNN,0.016053601,60
planetlab-1_cs_auckland_ac_nz_uka_p2pns,5,DNN,0.000486501,41
planetlab-1_cs_auckland_ac_nz_uw_oneswarm,20,GradientBoosting,0.003882025,"{'min_samples_split': 6, 'warm_start': False, 'loss': 'huber', 'max_leaf_nodes': 2, 'min_samples_leaf': 7, 'learning_rate': 0.1, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 2, 'max_features': 'sqrt', 'n_estimators': 100}"
planetlab-1_cs_colostate_edu_irisaple_HEAP,2,DNN,0.000844732,76
planetlab-1_cs_colostate_edu_princeton_codeen,15,SVR,0.002786691,"{'coef0': 0, 'degree': 7, 'kernel': 'rbf', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab-1_cs_colostate_edu_uw_oneswarm,10,LinearRegression,0.010449439,None
planetlab-1_cs_uh_edu_due_test,20,SVR,0.016111293,"{'coef0': 0, 'degree': 19, 'kernel': 'linear', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab-1_cs_uh_edu_irisaple_HEAP,5,DNN,0.001219979,20
planetlab-1_cs_uh_edu_uw_oneswarm,20,LinearRegression,0.012175245,None
planetlab-1_cs_uic_edu_ rnp_dcc_ufjf,15,GradientBoosting,0.002048721,"{'min_samples_split': 9, 'warm_start': True, 'loss': 'ls', 'max_leaf_nodes': 2, 'min_samples_leaf': 6, 'learning_rate': 0.1, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 2, 'max_features': 'auto', 'n_estimators': 50}"
planetlab-1_cs_uic_edu_root,20,RandomForest,0.019313971,"{'bootstrap': False, 'min_samples_split': 10, 'min_samples_leaf': 6, 'max_depth': 2, 'n_estimators': 10}"
planetlab-1_cs_uic_edu_uw_oneswarm,20,SVR,0.004061764,"{'coef0': 0, 'degree': 17, 'kernel': 'sigmoid', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab-1_cs_unibas_ch_irisaple_HEAP,3,GradientBoosting,0.001038196,"{'min_samples_split': 7, 'warm_start': True, 'loss': 'ls', 'max_leaf_nodes': 6, 'min_samples_leaf': 2, 'learning_rate': 0.01, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': None, 'max_features': 'sqrt', 'n_estimators': 100}"
planetlab-1_cs_unibas_ch_irisaple_wup,20,DNN,0.002036288,47
planetlab-1_cs_unibas_ch_root,20,DNN,0.01149128,65
planetlab-1_cs_unibas_ch_uw_oneswarm,15,LinearRegression,0.003882212,None
planetlab-1_cse_ohio-state_edu_nyu_d,20,DNN,0.000263493,40
planetlab-1_cse_ohio-state_edu_pl_drl,20,DNN,0.001434062,85
planetlab-1_elisa_cpsc_ucalgary_ca_ uofathens_zoi,15,DNN,4.92E-05,57
planetlab-1_elisa_cpsc_ucalgary_ca_uw_oneswarm,10,LinearRegression,0.006621566,None
planetlab-1_imperial_ac_uk_nyu_d,15,LinearRegression,0.000821793,None
planetlab-1_ing_unimo_it_irisaple_HEAP,1,DNN,0.001421307,77
planetlab-1_ing_unimo_it_irisaple_wup,3,DNN,0.001398117,72
planetlab-1_ing_unimo_it_uw_oneswarm,15,SVR,0.003032642,"{'coef0': 0, 'degree': 3, 'kernel': 'sigmoid', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab-1_sjtu_edu_cn_irisaple_HEAP,5,GradientBoosting,0.000335797,"{'min_samples_split': 10, 'warm_start': True, 'loss': 'lad', 'max_leaf_nodes': 10, 'min_samples_leaf': 1, 'learning_rate': 0.01, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 20}"
planetlab-1_sjtu_edu_cn_uka_p2pns,10,RandomForest,0.000196497,"{'bootstrap': True, 'min_samples_split': 10, 'min_samples_leaf': 5, 'max_depth': 2, 'n_estimators': 10}"
planetlab-1_sjtu_edu_cn_uw_oneswarm,20,DNN,0.005618905,22
planetlab-1_ssvl_kth_se_root,20,DNN,0.013149475,45
planetlab-1_ssvl_kth_se_uw_oneswarm,15,RandomForest,0.02040651,"{'bootstrap': True, 'min_samples_split': 4, 'min_samples_leaf': 2, 'max_depth': None, 'n_estimators': 100}"
planetlab-1_sysu_edu_cn_uw_oneswarm,10,DNN,0.003908958,77
planetlab-1_tagus_ist_utl_pt_nyu_d,2,LinearRegression,0.001724242,None
planetlab-1_tagus_ist_utl_pt_root,20,DNN,0.01650876,91
planetlab-1_tagus_ist_utl_pt_uw_oneswarm,5,GradientBoosting,0.000523199,"{'min_samples_split': 5, 'warm_start': False, 'loss': 'lad', 'max_leaf_nodes': 7, 'min_samples_leaf': 8, 'learning_rate': 0.05, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': None, 'max_features': 'log2', 'n_estimators': 20}"
planetlab-1_webedu_ccu_edu_tw_root,3,AdaBooster,0.005494971,"{'learning_rate': 0.01, 'loss': 'linear', 'n_estimators': 20}"
planetlab-1_webedu_ccu_edu_tw_uw_oneswarm,15,SVR,0.001905896,"{'coef0': 0, 'degree': 6, 'kernel': 'sigmoid', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab-2_calpoly-netlab_net_delft_snprivacy,1,DNN,0.000539908,54
planetlab-2_calpoly-netlab_net_irisaple_HEAP,15,AdaBooster,0.000250866,"{'learning_rate': 0.01, 'loss': 'exponential', 'n_estimators': 100}"
planetlab-2_calpoly-netlab_net_uw_oneswarm,15,RandomForest,0.003936175,"{'bootstrap': True, 'min_samples_split': 5, 'min_samples_leaf': 9, 'max_depth': None, 'n_estimators': 100}"
planetlab-2_cs_auckland_ac_nz_uw_oneswarm,15,SVR,0.004508088,"{'coef0': 0, 'degree': 3, 'kernel': 'sigmoid', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab-2_cs_colostate_edu_irisaple_HEAP,15,GradientBoosting,0.000551809,"{'min_samples_split': 7, 'warm_start': False, 'loss': 'huber', 'max_leaf_nodes': 9, 'min_samples_leaf': 8, 'learning_rate': 0.05, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 20}"
planetlab-2_cs_colostate_edu_princeton_codeen,20,LinearRegression,0.004992368,None
planetlab-2_cs_colostate_edu_root,3,RandomForest,0.016225356,"{'bootstrap': False, 'min_samples_split': 3, 'min_samples_leaf': 3, 'max_depth': 2, 'n_estimators': 20}"
planetlab-2_cs_colostate_edu_uw_oneswarm,15,SVR,0.003739186,"{'coef0': 0, 'degree': 4, 'kernel': 'sigmoid', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab-2_cs_ucy_ac_cy_uw_oneswarm,3,LinearRegression,0.003662782,None
planetlab-2_cs_ucy_ac_cy_uw_seattle,1,GradientBoosting,0.00059008,"{'min_samples_split': 10, 'warm_start': False, 'loss': 'huber', 'max_leaf_nodes': 7, 'min_samples_leaf': 10, 'learning_rate': 0.1, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 2, 'max_features': 'auto', 'n_estimators': 50}"
planetlab-2_cs_uh_edu_uw_oneswarm,20,DNN,0.014581079,66
planetlab-2_cs_uic_edu_irisaple_HEAP,4,GradientBoosting,0.000753528,"{'min_samples_split': 10, 'warm_start': True, 'loss': 'ls', 'max_leaf_nodes': 6, 'min_samples_leaf': 9, 'learning_rate': 0.01, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 3, 'max_features': 'auto', 'n_estimators': 20}"
planetlab-2_cs_uic_edu_irisaple_wup,15,DNN,0.001179826,69
planetlab-2_cs_uic_edu_uw_oneswarm,20,SVR,0.00537801,"{'coef0': 0, 'degree': 11, 'kernel': 'sigmoid', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab-2_cs_unibas_ch_irisaple_HEAP,2,DecisionTree,0.000785623,"{'max_leaf_nodes': 2, 'min_samples_leaf': 7, 'min_impurity_decrease': 8, 'presort': True, 'min_samples_split': 6, 'max_depth': 3, 'max_features': 'auto', 'min_weight_fraction_leaf': 0}"
planetlab-2_cs_unibas_ch_irisaple_wup,15,DNN,0.00139707,90
planetlab-2_cs_unibas_ch_root,5,AdaBooster,0.003685483,"{'learning_rate': 0.01, 'loss': 'linear', 'n_estimators': 10}"
planetlab-2_cs_unibas_ch_umn_net_tools,20,AdaBooster,0.000208492,"{'learning_rate': 0.3, 'loss': 'linear', 'n_estimators': 200}"
planetlab-2_cs_unibas_ch_uw_oneswarm,15,SVR,0.003590987,"{'coef0': 0, 'degree': 8, 'kernel': 'rbf', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab-2_cse_ohio-state_edu_princeton_codeen,15,SVR,0.003026048,"{'coef0': 0, 'degree': 4, 'kernel': 'linear', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab-2_cse_ohio-state_edu_root,1,GradientBoosting,0.017635051,"{'min_samples_split': 5, 'warm_start': False, 'loss': 'huber', 'max_leaf_nodes': 2, 'min_samples_leaf': 3, 'learning_rate': 0.05, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': None, 'max_features': 'auto', 'n_estimators': 20}"
planetlab-2_elisa_cpsc_ucalgary_ca_uw_oneswarm,10,SVR,0.005971091,"{'coef0': 0, 'degree': 17, 'kernel': 'sigmoid', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab-2_fokus_fraunhofer_de_princeton_codeen,15,LinearRegression,0.005309116,None
planetlab-2_fokus_fraunhofer_de_root,15,GradientBoosting,0.005041358,"{'min_samples_split': 3, 'warm_start': True, 'loss': 'huber', 'max_leaf_nodes': 9, 'min_samples_leaf': 8, 'learning_rate': 0.1, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 2, 'max_features': 'log2', 'n_estimators': 10}"
planetlab-2_fokus_fraunhofer_de_uw_oneswarm,15,GradientBoosting,0.011139188,"{'min_samples_split': 7, 'warm_start': True, 'loss': 'ls', 'max_leaf_nodes': 3, 'min_samples_leaf': 4, 'learning_rate': 0.05, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 2, 'max_features': 'sqrt', 'n_estimators': 200}"
planetlab-2_imperial_ac_uk_nyu_d,10,DNN,0.00109509,68
planetlab-2_ing_unimo_it_irisaple_HEAP,20,RandomForest,0.002268458,"{'bootstrap': True, 'min_samples_split': 7, 'min_samples_leaf': 10, 'max_depth': 2, 'n_estimators': 100}"
planetlab-2_ing_unimo_it_uw_oneswarm,15,LinearRegression,0.003593119,None
planetlab-2_pdl_nudt_edu_cn_uw_oneswarm,20,SVR,0.003475906,"{'coef0': 0, 'degree': 19, 'kernel': 'sigmoid', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab-2_sjtu_edu_cn_uw_oneswarm,15,DNN,0.006237445,86
planetlab-2_ssvl_kth_se_arizona_owl,15,DNN,0.005696658,90
planetlab-2_ssvl_kth_se_howard_p2psip,20,DNN,0.005432804,95
planetlab-2_ssvl_kth_se_root,20,DNN,0.005192452,78
planetlab-2_ssvl_kth_se_uw_oneswarm,15,DNN,0.00748559,32
planetlab-2_sysu_edu_cn_uw_oneswarm,15,DNN,0.002477584,60
planetlab-2_webedu_ccu_edu_tw_irisaple_HEAP,4,GradientBoosting,0.001237777,"{'min_samples_split': 8, 'warm_start': True, 'loss': 'ls', 'max_leaf_nodes': 9, 'min_samples_leaf': 5, 'learning_rate': 0.01, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 20}"
planetlab-2_webedu_ccu_edu_tw_uw_oneswarm,20,SVR,0.004214466,"{'coef0': 0, 'degree': 9, 'kernel': 'rbf', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab-3_cmcl_cs_cmu_edu_arizona_nest,15,GradientBoosting,0.010370901,"{'min_samples_split': 9, 'warm_start': False, 'loss': 'ls', 'max_leaf_nodes': 2, 'min_samples_leaf': 5, 'learning_rate': 0.1, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'auto', 'n_estimators': 10}"
planetlab-3_cmcl_cs_cmu_edu_arizona_owl,10,GradientBoosting,0.010330283,"{'min_samples_split': 5, 'warm_start': False, 'loss': 'ls', 'max_leaf_nodes': 10, 'min_samples_leaf': 7, 'learning_rate': 0.01, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': None, 'max_features': 'auto', 'n_estimators': 100}"
planetlab-3_cmcl_cs_cmu_edu_root,4,RandomForest,0.033409374,"{'bootstrap': True, 'min_samples_split': 5, 'min_samples_leaf': 8, 'max_depth': 2, 'n_estimators': 50}"
planetlab-3_cmcl_cs_cmu_edu_uw_oneswarm,15,DNN,0.011871759,96
planetlab-3_cmcl_cs_cmu_edu_uw_trs2,15,RandomForest,0.001187384,"{'bootstrap': True, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_depth': 3, 'n_estimators': 100}"
planetlab-4_eecs_cwru_edu_uw_oneswarm,5,GradientBoosting,0.001965569,"{'min_samples_split': 9, 'warm_start': True, 'loss': 'lad', 'max_leaf_nodes': 10, 'min_samples_leaf': 4, 'learning_rate': 0.1, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'auto', 'n_estimators': 50}"
planetlab-4_imperial_ac_uk_irisaple_HEAP,4,DecisionTree,0.001352927,"{'max_leaf_nodes': 8, 'min_samples_leaf': 10, 'min_impurity_decrease': 5, 'presort': False, 'min_samples_split': 9, 'max_depth': 5, 'max_features': 'log2', 'min_weight_fraction_leaf': 0}"
planetlab-4_imperial_ac_uk_root,15,DNN,0.000401446,61
planetlab-4_imperial_ac_uk_uw_oneswarm,20,SVR,0.005834491,"{'coef0': 0, 'degree': 10, 'kernel': 'sigmoid', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab-5_eecs_cwru_edu_irisaple_HEAP,4,LinearRegression,0.000969318,None
planetlab-5_eecs_cwru_edu_princeton_codeen,20,GradientBoosting,0.004063479,"{'min_samples_split': 3, 'warm_start': False, 'loss': 'huber', 'max_leaf_nodes': 3, 'min_samples_leaf': 3, 'learning_rate': 0.05, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 50}"
planetlab-europe-07_ipv6_lip6_fr_irisaple_HEAP,20,DNN,0.000366525,23
planetlab-europe-07_ipv6_lip6_fr_irisaple_wup,20,DNN,0.000457424,48
planetlab-europe-07_ipv6_lip6_fr_root,20,DecisionTree,0.006035278,"{'max_leaf_nodes': 5, 'min_samples_leaf': 9, 'min_impurity_decrease': 8, 'presort': False, 'min_samples_split': 2, 'max_depth': 3, 'max_features': 'log2', 'min_weight_fraction_leaf': 0}"
planetlab-europe-07_ipv6_lip6_fr_uw_oneswarm,15,SVR,0.00287928,"{'coef0': 0, 'degree': 19, 'kernel': 'sigmoid', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab-n1_wand_net_nz_uw_oneswarm,15,LinearRegression,0.006027265,None
planetlab-n2_wand_net_nz_uw_oneswarm,15,LinearRegression,0.004007594,None
planetlab-node1_it-sudparis_eu_irisaple_wup,20,DNN,0.001019919,31
planetlab-node1_it-sudparis_eu_root,10,DNN,0.004761146,80
planetlab-node1_it-sudparis_eu_tum_i2p,15,AdaBooster,0.001603277,"{'learning_rate': 0.3, 'loss': 'square', 'n_estimators': 20}"
planetlab-node1_it-sudparis_eu_uw_oneswarm,10,SVR,0.007785048,"{'coef0': 0, 'degree': 6, 'kernel': 'rbf', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab-node3_it-sudparis_eu_irisaple_HEAP,4,AdaBooster,0.001106732,"{'learning_rate': 0.01, 'loss': 'linear', 'n_estimators': 100}"
planetlab-node3_it-sudparis_eu_irisaple_wup,3,GradientBoosting,0.003437712,"{'min_samples_split': 9, 'warm_start': False, 'loss': 'ls', 'max_leaf_nodes': 5, 'min_samples_leaf': 2, 'learning_rate': 0.1, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': None, 'max_features': 'sqrt', 'n_estimators': 20}"
planetlab-node3_it-sudparis_eu_uw_oneswarm,15,LinearRegression,0.003350741,None
planetlab-wifi-01_ipv6_lip6_fr_irisaple_HEAP,4,DecisionTree,0.002091499,"{'max_leaf_nodes': 2, 'min_samples_leaf': 5, 'min_impurity_decrease': 9, 'presort': False, 'min_samples_split': 2, 'max_depth': 2, 'max_features': 'sqrt', 'min_weight_fraction_leaf': 0}"
planetlab-wifi-01_ipv6_lip6_fr_irisaple_wup,1,GradientBoosting,0.002693903,"{'min_samples_split': 2, 'warm_start': False, 'loss': 'ls', 'max_leaf_nodes': 2, 'min_samples_leaf': 4, 'learning_rate': 0.01, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'auto', 'n_estimators': 50}"
planetlab-wifi-01_ipv6_lip6_fr_root,10,DNN,0.009716114,55
planetlab-wifi-01_ipv6_lip6_fr_uw_oneswarm,10,GradientBoosting,0.003532331,"{'min_samples_split': 6, 'warm_start': True, 'loss': 'huber', 'max_leaf_nodes': 3, 'min_samples_leaf': 6, 'learning_rate': 0.01, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 2, 'max_features': 'sqrt', 'n_estimators': 200}"
planetlab01_cs_tcd_ie_google_highground,20,DNN,0.007492956,68
planetlab01_cs_tcd_ie_irisaple_HEAP,10,GradientBoosting,0.000118726,"{'min_samples_split': 6, 'warm_start': False, 'loss': 'lad', 'max_leaf_nodes': 3, 'min_samples_leaf': 4, 'learning_rate': 0.01, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': None, 'max_features': 'sqrt', 'n_estimators': 50}"
planetlab01_cs_tcd_ie_rnp_dcc_ufjf,10,DNN,0.007982774,68
planetlab01_cs_tcd_ie_root,15,DNN,0.034777634,35
planetlab01_tkn_tu-berlin_de_root,15,AdaBooster,0.001565808,"{'learning_rate': 0.3, 'loss': 'linear', 'n_estimators': 20}"
planetlab01_tkn_tu-berlin_de_uw_oneswarm,15,DNN,0.011912699,11
planetlab02_cs_tcd_ie_google_highground,10,AdaBooster,0.011647634,"{'learning_rate': 1, 'loss': 'linear', 'n_estimators': 200}"
planetlab02_cs_tcd_ie_princeton_codeen,15,SVR,0.002248945,"{'coef0': 0, 'degree': 17, 'kernel': 'rbf', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab02_cs_washington_edu_root,20,DecisionTree,0.033655224,"{'max_leaf_nodes': 7, 'min_samples_leaf': 5, 'min_impurity_decrease': 6, 'presort': False, 'min_samples_split': 7, 'max_depth': None, 'max_features': 'auto', 'min_weight_fraction_leaf': 0}"
planetlab02_just_edu_jo_google_highground,5,SVR,0.003952448,"{'coef0': 0, 'degree': 15, 'kernel': 'poly', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab02_just_edu_jo_irisaple_HEAP,3,GradientBoosting,0.001258858,"{'min_samples_split': 8, 'warm_start': True, 'loss': 'lad', 'max_leaf_nodes': 8, 'min_samples_leaf': 4, 'learning_rate': 0.01, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'auto', 'n_estimators': 20}"
planetlab02_just_edu_jo_uw_oneswarm,20,SVR,0.003003534,"{'coef0': 0, 'degree': 3, 'kernel': 'sigmoid', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab02_sys_virginia_edu_princeton_codeen,5,AdaBooster,0.009205033,"{'learning_rate': 0.1, 'loss': 'exponential', 'n_estimators': 10}"
planetlab03_cnds_unibe_ch_root,10,DNN,0.000336443,44
planetlab03_cnds_unibe_ch_uw_oneswarm,20,SVR,0.003615286,"{'coef0': 0, 'degree': 16, 'kernel': 'sigmoid', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab04_cnds_unibe_ch_princeton_codeen,20,GradientBoosting,0.005568637,"{'min_samples_split': 7, 'warm_start': True, 'loss': 'ls', 'max_leaf_nodes': 8, 'min_samples_leaf': 6, 'learning_rate': 0.05, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 2, 'max_features': 'log2', 'n_estimators': 100}"
planetlab04_cnds_unibe_ch_root,4,DNN,0.012221773,41
planetlab04_cnds_unibe_ch_uw_oneswarm,10,SVR,0.00361722,"{'coef0': 0, 'degree': 5, 'kernel': 'rbf', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab04_mpi-sws_mpg_de_nyu_d,20,AdaBooster,0.000904475,"{'learning_rate': 0.05, 'loss': 'linear', 'n_estimators': 100}"
planetlab05_cs_washington_edu_uw_oneswarm,15,SVR,0.004745291,"{'coef0': 0, 'degree': 9, 'kernel': 'rbf', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab05_mpi-sws_mpg_de_nyu_d,4,GradientBoosting,0.001139642,"{'min_samples_split': 9, 'warm_start': False, 'loss': 'lad', 'max_leaf_nodes': 3, 'min_samples_leaf': 10, 'learning_rate': 0.05, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': None, 'max_features': 'sqrt', 'n_estimators': 100}"
planetlab06_mpi-sws_mpg_de_nyu_d,20,DNN,0.001155958,10
planetlab06_mpi-sws_mpg_de_princeton_codeen,4,GradientBoosting,0.003261186,"{'min_samples_split': 8, 'warm_start': False, 'loss': 'lad', 'max_leaf_nodes': 8, 'min_samples_leaf': 7, 'learning_rate': 0.1, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': None, 'max_features': 'sqrt', 'n_estimators': 50}"
planetlab06_mpi-sws_mpg_de_root,20,DecisionTree,0.024466149,"{'max_leaf_nodes': 3, 'min_samples_leaf': 3, 'min_impurity_decrease': 3, 'presort': False, 'min_samples_split': 5, 'max_depth': None, 'max_features': 'auto', 'min_weight_fraction_leaf': 0}"
planetlab06_mpi-sws_mpg_de_uka_p2pns,15,DNN,0.000229825,21
