VMs,TimeWindow,Model,Score,BestParams
planetlab1_upm_ro_irisaple_HEAP,3,RandomForest,0.000654502,"{'bootstrap': False, 'min_samples_split': 4, 'min_samples_leaf': 3, 'max_depth': 3, 'n_estimators': 200}"
planetlab1_upm_ro_irisaple_wup,10,DNN,0.000823829,53
planetlab1_upm_ro_uw_oneswarm,20,DNN,0.00793774,63
planetlab1_utt_fr_irisaple_HEAP,20,DNN,0.001668792,11
planetlab1_utt_fr_princeton_codeen,10,GradientBoosting,0.002540288,"{'min_samples_split': 10, 'warm_start': True, 'loss': 'lad', 'max_leaf_nodes': 3, 'min_samples_leaf': 4, 'learning_rate': 0.3, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': None, 'max_features': 'log2', 'n_estimators': 20}"
planetlab1_utt_fr_uw_oneswarm,20,SVR,0.004031539,"{'coef0': 0, 'degree': 13, 'kernel': 'sigmoid', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab1_willab_fi_uw_oneswarm,10,SVR,0.003740109,"{'coef0': 0, 'degree': 15, 'kernel': 'rbf', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab1_williams_edu_princeton_codeen,20,GradientBoosting,0.001577639,"{'min_samples_split': 7, 'warm_start': True, 'loss': 'lad', 'max_leaf_nodes': 6, 'min_samples_leaf': 10, 'learning_rate': 0.1, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 2, 'max_features': 'log2', 'n_estimators': 100}"
planetlab1_williams_edu_uw_oneswarm,20,DNN,0.007618124,18
planetlab1_wiwi_hu-berlin_de_nyu_d,3,GradientBoosting,0.000443805,"{'min_samples_split': 4, 'warm_start': True, 'loss': 'lad', 'max_leaf_nodes': 3, 'min_samples_leaf': 8, 'learning_rate': 0.1, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 2, 'max_features': 'log2', 'n_estimators': 50}"
planetlab1_wiwi_hu-berlin_de_princeton_codeen,20,SVR,0.003126642,"{'coef0': 0, 'degree': 14, 'kernel': 'rbf', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab1_wiwi_hu-berlin_de_root,15,DNN,0.012124538,95
planetlab1_wiwi_hu-berlin_de_uw_oneswarm,10,SVR,0.011648689,"{'coef0': 0, 'degree': 9, 'kernel': 'rbf', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab1_xeno_cl_cam_ac_uk_irisaple_wup,1,DNN,0.008227949,63
planetlab1_xeno_cl_cam_ac_uk_uw_oneswarm,5,DNN,0.005638355,77
planetlab2-buenosaires_lan_redclara_net_uw_oneswarm,20,DNN,0.023612316,39
planetlab2-santiago_lan_redclara_net_irisaple_HEAP,5,AdaBooster,0.001804623,"{'learning_rate': 0.01, 'loss': 'linear', 'n_estimators': 200}"
planetlab2-santiago_lan_redclara_net_irisaple_wup,20,GradientBoosting,0.002066174,"{'min_samples_split': 8, 'warm_start': False, 'loss': 'huber', 'max_leaf_nodes': 6, 'min_samples_leaf': 10, 'learning_rate': 0.3, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': None, 'max_features': 'auto', 'n_estimators': 50}"
planetlab2-santiago_lan_redclara_net_nyu_d,4,DNN,0.00019615,33
planetlab2-santiago_lan_redclara_net_root,20,GradientBoosting,0.006439204,"{'min_samples_split': 8, 'warm_start': False, 'loss': 'huber', 'max_leaf_nodes': 5, 'min_samples_leaf': 9, 'learning_rate': 0.1, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 50}"
planetlab2-saopaulo_lan_redclara_net_irisaple_HEAP,20,DNN,0.00251532,76
planetlab2-saopaulo_lan_redclara_net_irisaple_wup,2,GradientBoosting,0.002019971,"{'min_samples_split': 5, 'warm_start': True, 'loss': 'lad', 'max_leaf_nodes': 5, 'min_samples_leaf': 1, 'learning_rate': 0.05, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 2, 'max_features': 'sqrt', 'n_estimators': 10}"
planetlab2-saopaulo_lan_redclara_net_root,15,GradientBoosting,0.000456775,"{'min_samples_split': 6, 'warm_start': True, 'loss': 'huber', 'max_leaf_nodes': 9, 'min_samples_leaf': 7, 'learning_rate': 0.01, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': None, 'max_features': 'log2', 'n_estimators': 100}"
planetlab2-saopaulo_lan_redclara_net_uw_oneswarm,20,LinearRegression,0.02459256,None
planetlab2-tijuana_lan_redclara_net_root,5,AdaBooster,0.006083928,"{'learning_rate': 0.3, 'loss': 'exponential', 'n_estimators': 20}"
planetlab2-tijuana_lan_redclara_net_uw_oneswarm,10,DNN,0.01542716,11
planetlab2_acis_ufl_edu_uw_oneswarm,15,GradientBoosting,0.007576161,"{'min_samples_split': 10, 'warm_start': False, 'loss': 'huber', 'max_leaf_nodes': 10, 'min_samples_leaf': 7, 'learning_rate': 0.01, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': None, 'max_features': 'log2', 'n_estimators': 100}"
planetlab2_arizona-gigapop_net_google_highground,10,SVR,0.003561147,"{'coef0': 0, 'degree': 10, 'kernel': 'linear', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab2_arizona-gigapop_net_irisaple_HEAP,2,SVR,0.000798718,"{'coef0': 0, 'degree': 3, 'kernel': 'poly', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab2_arizona-gigapop_net_princeton_codeen,20,GradientBoosting,0.003023965,"{'min_samples_split': 7, 'warm_start': False, 'loss': 'huber', 'max_leaf_nodes': 5, 'min_samples_leaf': 6, 'learning_rate': 0.05, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': None, 'max_features': 'log2', 'n_estimators': 50}"
planetlab2_arizona-gigapop_net_root,15,GradientBoosting,0.012740117,"{'min_samples_split': 7, 'warm_start': False, 'loss': 'ls', 'max_leaf_nodes': 4, 'min_samples_leaf': 7, 'learning_rate': 0.01, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 10}"
planetlab2_arizona-gigapop_net_uw_oneswarm,15,LinearRegression,0.011112,None
planetlab2_aston_ac_uk_irisaple_HEAP,10,DNN,0.000481957,48
planetlab2_aston_ac_uk_princeton_codeen,20,SVR,0.001517361,"{'coef0': 0, 'degree': 7, 'kernel': 'linear', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab2_aston_ac_uk_rnp_dcc_ufjf,15,DNN,0.008496514,38
planetlab2_aston_ac_uk_root,5,AdaBooster,0.013855976,"{'learning_rate': 0.01, 'loss': 'exponential', 'n_estimators': 50}"
planetlab2_aston_ac_uk_uka_p2pns,15,SVR,0.000104936,"{'coef0': 0, 'degree': 19, 'kernel': 'linear', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab2_aston_ac_uk_utokyo_sora,10,AdaBooster,6.29E-05,"{'learning_rate': 0.1, 'loss': 'linear', 'n_estimators': 20}"
planetlab2_aston_ac_uk_uw_oneswarm,10,DNN,0.009434614,33
planetlab2_aston_ac_uk_uw_seattle,1,GradientBoosting,0.000271864,"{'min_samples_split': 3, 'warm_start': False, 'loss': 'ls', 'max_leaf_nodes': 5, 'min_samples_leaf': 3, 'learning_rate': 0.01, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 10}"
planetlab2_aston_ac_uk_yale_p4p,20,DNN,0.005192201,33
planetlab2_bgu_ac_il_princeton_codeen,20,DNN,0.000375211,81
planetlab2_bgu_ac_il_root,15,AdaBooster,0.01680943,"{'learning_rate': 0.05, 'loss': 'linear', 'n_estimators': 10}"
planetlab2_bgu_ac_il_uw_oneswarm,20,DNN,0.021446071,7
planetlab2_bupt_edu_cn_uw_oneswarm,15,RandomForest,0.003705597,"{'bootstrap': True, 'min_samples_split': 7, 'min_samples_leaf': 9, 'max_depth': None, 'n_estimators': 200}"
planetlab2_byu_edu_princeton_codeen,4,SVR,0.00506186,"{'coef0': 0, 'degree': 15, 'kernel': 'linear', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab2_ceid_upatras_gr_irisaple_HEAP,1,LinearRegression,0.003004021,None
planetlab2_cesnet_cz_nyu_d,3,GradientBoosting,0.000784063,"{'min_samples_split': 10, 'warm_start': True, 'loss': 'lad', 'max_leaf_nodes': 6, 'min_samples_leaf': 8, 'learning_rate': 0.05, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 10}"
planetlab2_cesnet_cz_root,15,DNN,0.01331334,4
planetlab2_cis_upenn_edu_princeton_codeen,15,GradientBoosting,0.001843976,"{'min_samples_split': 7, 'warm_start': False, 'loss': 'lad', 'max_leaf_nodes': 3, 'min_samples_leaf': 6, 'learning_rate': 0.1, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': None, 'max_features': 'sqrt', 'n_estimators': 100}"
planetlab2_cis_upenn_edu_root,10,DNN,0.009143104,91
planetlab2_cis_upenn_edu_uw_oneswarm,5,DNN,0.007273625,60
planetlab2_citadel_edu_root,10,GradientBoosting,0.003564461,"{'min_samples_split': 8, 'warm_start': False, 'loss': 'lad', 'max_leaf_nodes': 2, 'min_samples_leaf': 1, 'learning_rate': 0.05, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 100}"
planetlab2_clemson_edu_uw_oneswarm,10,GradientBoosting,0.004041472,"{'min_samples_split': 6, 'warm_start': False, 'loss': 'ls', 'max_leaf_nodes': 9, 'min_samples_leaf': 10, 'learning_rate': 0.1, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 20}"
planetlab2_comp_nus_edu_sg_princeton_codeen,15,GradientBoosting,0.000199909,"{'min_samples_split': 3, 'warm_start': True, 'loss': 'huber', 'max_leaf_nodes': 10, 'min_samples_leaf': 2, 'learning_rate': 0.01, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 200}"
planetlab2_cs_otago_ac_nz_irisaple_HEAP,10,RandomForest,0.000550056,"{'bootstrap': True, 'min_samples_split': 7, 'min_samples_leaf': 5, 'max_depth': 2, 'n_estimators': 20}"
planetlab2_cs_otago_ac_nz_uka_p2pns,2,DNN,0.00032144,50
planetlab2_cs_otago_ac_nz_uw_oneswarm,10,SVR,0.004882653,"{'coef0': 0, 'degree': 14, 'kernel': 'sigmoid', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab2_cs_pitt_edu_nyu_d,4,GradientBoosting,0.000363675,"{'min_samples_split': 2, 'warm_start': True, 'loss': 'huber', 'max_leaf_nodes': 8, 'min_samples_leaf': 10, 'learning_rate': 0.01, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 50}"
planetlab2_cs_pitt_edu_princeton_codeen,15,GradientBoosting,0.000875119,"{'min_samples_split': 8, 'warm_start': True, 'loss': 'huber', 'max_leaf_nodes': 9, 'min_samples_leaf': 9, 'learning_rate': 0.1, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 20}"
planetlab2_cs_pitt_edu_uw_oneswarm,20,DNN,0.007158445,89
planetlab2_cs_stevens-tech_edu_uw_oneswarm,15,LinearRegression,0.010634738,None
planetlab2_cs_ucl_ac_uk_princeton_codeen,20,SVR,0.001877594,"{'coef0': 0, 'degree': 16, 'kernel': 'sigmoid', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab2_cs_ucl_ac_uk_root,20,DNN,0.007262554,70
planetlab2_cs_ucla_edu_princeton_codeen,10,RandomForest,0.00193537,"{'bootstrap': False, 'min_samples_split': 6, 'min_samples_leaf': 8, 'max_depth': 5, 'n_estimators': 10}"
planetlab2_cs_ucla_edu_root,5,DNN,0.010373922,67
planetlab2_cs_ucla_edu_uw_oneswarm,20,SVR,0.00781041,"{'coef0': 0, 'degree': 11, 'kernel': 'sigmoid', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab2_cs_uit_no_uw_oneswarm,15,DNN,0.00275452,79
planetlab2_cs_uiuc_edu_arizona_owl,3,AdaBooster,0.006105873,"{'learning_rate': 0.1, 'loss': 'linear', 'n_estimators': 50}"
planetlab2_cs_uiuc_edu_princeton_codeen,15,DNN,0.024218265,3
planetlab2_cs_uiuc_edu_root,15,GradientBoosting,0.008123483,"{'min_samples_split': 4, 'warm_start': False, 'loss': 'huber', 'max_leaf_nodes': 8, 'min_samples_leaf': 10, 'learning_rate': 0.01, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 10}"
planetlab2_cs_uiuc_edu_uw_oneswarm,15,DNN,0.014441815,2
planetlab2_cs_umass_edu_princeton_codeen,20,GradientBoosting,0.006053863,"{'min_samples_split': 5, 'warm_start': False, 'loss': 'lad', 'max_leaf_nodes': 4, 'min_samples_leaf': 3, 'learning_rate': 0.3, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 20}"
planetlab2_cs_umass_edu_uka_p2pns,20,AdaBooster,0.000172982,"{'learning_rate': 0.01, 'loss': 'linear', 'n_estimators': 200}"
planetlab2_cs_umass_edu_uw_oneswarm,15,DNN,0.006639359,56
planetlab2_cs_uml_edu_uw_oneswarm,15,LinearRegression,0.003565879,None
planetlab2_cs_unc_edu_nyu_d,4,GradientBoosting,0.000436968,"{'min_samples_split': 5, 'warm_start': False, 'loss': 'huber', 'max_leaf_nodes': 9, 'min_samples_leaf': 1, 'learning_rate': 0.01, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 2, 'max_features': 'log2', 'n_estimators': 10}"
planetlab2_cs_uoi_gr_irisaple_HEAP,15,LinearRegression,0.000600551,None
planetlab2_cs_uoi_gr_uw_oneswarm,20,DNN,0.011920003,9
planetlab2_cs_uoi_gr_uw_trs2,20,RandomForest,0.0080672,"{'bootstrap': True, 'min_samples_split': 3, 'min_samples_leaf': 8, 'max_depth': 5, 'n_estimators': 50}"
planetlab2_cs_uoregon_edu_root,2,LinearRegression,0.004699997,None
planetlab2_cs_uoregon_edu_uw_oneswarm,10,LinearRegression,0.007847025,None
planetlab2_eas_asu_edu_princeton_codeen,10,DNN,0.002848141,63
planetlab2_eas_asu_edu_uw_oneswarm,10,LinearRegression,0.007253208,None
planetlab2_ece_ucdavis_edu_uw_oneswarm,20,SVR,0.002856028,"{'coef0': 0, 'degree': 4, 'kernel': 'sigmoid', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab2_ecs_vuw_ac_nz_irisaple_HEAP,1,GradientBoosting,0.000691566,"{'min_samples_split': 5, 'warm_start': False, 'loss': 'huber', 'max_leaf_nodes': 2, 'min_samples_leaf': 1, 'learning_rate': 0.01, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': None, 'max_features': 'auto', 'n_estimators': 50}"
planetlab2_ecs_vuw_ac_nz_uw_oneswarm,10,SVR,0.007469783,"{'coef0': 0, 'degree': 15, 'kernel': 'linear', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab2_eecs_ucf_edu_nyu_d,2,GradientBoosting,0.000324745,"{'min_samples_split': 10, 'warm_start': True, 'loss': 'huber', 'max_leaf_nodes': 4, 'min_samples_leaf': 7, 'learning_rate': 0.3, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 2, 'max_features': 'log2', 'n_estimators': 50}"
planetlab2_eecs_ucf_edu_princeton_codeen,3,GradientBoosting,0.001225438,"{'min_samples_split': 4, 'warm_start': False, 'loss': 'lad', 'max_leaf_nodes': 4, 'min_samples_leaf': 2, 'learning_rate': 0.05, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'log2', 'n_estimators': 50}"
planetlab2_eecs_ucf_edu_root,10,GradientBoosting,0.004941013,"{'min_samples_split': 3, 'warm_start': True, 'loss': 'huber', 'max_leaf_nodes': 10, 'min_samples_leaf': 1, 'learning_rate': 0.01, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'auto', 'n_estimators': 200}"
planetlab2_eecs_ucf_edu_uw_oneswarm,15,SVR,0.002748346,"{'coef0': 0, 'degree': 11, 'kernel': 'sigmoid', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab2_eecs_wsu_edu_google_highground,15,AdaBooster,0.001801878,"{'learning_rate': 1, 'loss': 'square', 'n_estimators': 200}"
planetlab2_eecs_wsu_edu_irisaple_HEAP,20,DNN,0.000988297,41
planetlab2_eecs_wsu_edu_uw_oneswarm,4,SVR,0.004119732,"{'coef0': 0, 'degree': 13, 'kernel': 'rbf', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab2_een_orst_edu_uw_oneswarm,10,DNN,0.004578067,45
planetlab2_elet_polimi_it_cwru_DNS,20,DNN,0.001413999,8
planetlab2_elet_polimi_it_google_highground,15,DNN,0.003425209,12
planetlab2_elet_polimi_it_irisaple_HEAP,20,DNN,0.000923788,67
planetlab2_eurecom_fr_irisaple_HEAP,2,DNN,0.001411348,95
planetlab2_eurecom_fr_irisaple_wup,15,DecisionTree,0.001631736,"{'max_leaf_nodes': 2, 'min_samples_leaf': 6, 'min_impurity_decrease': 7, 'presort': False, 'min_samples_split': 8, 'max_depth': None, 'max_features': 'log2', 'min_weight_fraction_leaf': 0}"
planetlab2_eurecom_fr_uw_oneswarm,5,SVR,0.002697655,"{'coef0': 0, 'degree': 5, 'kernel': 'linear', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab2_exp-math_uni-essen_de_arizona_nest,20,RandomForest,0.007144698,"{'bootstrap': True, 'min_samples_split': 7, 'min_samples_leaf': 10, 'max_depth': 3, 'n_estimators': 200}"
planetlab2_exp-math_uni-essen_de_root,15,GradientBoosting,0.012341214,"{'min_samples_split': 10, 'warm_start': False, 'loss': 'huber', 'max_leaf_nodes': 4, 'min_samples_leaf': 9, 'learning_rate': 0.3, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 3, 'max_features': 'log2', 'n_estimators': 20}"
planetlab2_exp-math_uni-essen_de_uw_oneswarm,15,GradientBoosting,0.01060705,"{'min_samples_split': 2, 'warm_start': False, 'loss': 'lad', 'max_leaf_nodes': 9, 'min_samples_leaf': 9, 'learning_rate': 0.05, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 3, 'max_features': 'auto', 'n_estimators': 100}"
planetlab2_fem_tu-ilmenau_de_uka_p2pns,10,DNN,0.000375726,39
planetlab2_fem_tu-ilmenau_de_utokyo_sora,3,RandomForest,0.000144971,"{'bootstrap': False, 'min_samples_split': 4, 'min_samples_leaf': 3, 'max_depth': 3, 'n_estimators': 50}"
planetlab2_georgetown_edu_nyu_d,2,RandomForest,0.000352987,"{'bootstrap': True, 'min_samples_split': 10, 'min_samples_leaf': 3, 'max_depth': 2, 'n_estimators': 10}"
planetlab2_georgetown_edu_pl_drl,15,DNN,0.000650834,96
planetlab2_georgetown_edu_root,20,DNN,0.076589586,21
planetlab2_georgetown_edu_uw_oneswarm,10,LinearRegression,0.007172604,None
planetlab2_hiit_fi_nyu_d,10,GradientBoosting,0.000770117,"{'min_samples_split': 7, 'warm_start': True, 'loss': 'huber', 'max_leaf_nodes': 9, 'min_samples_leaf': 7, 'learning_rate': 0.1, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 3, 'max_features': 'auto', 'n_estimators': 20}"
planetlab2_hiit_fi_root,20,AdaBooster,0.015986517,"{'learning_rate': 0.01, 'loss': 'square', 'n_estimators': 100}"
planetlab2_inf_ethz_ch_nyu_d,5,AdaBooster,0.000690793,"{'learning_rate': 0.01, 'loss': 'exponential', 'n_estimators': 50}"
planetlab2_inf_ethz_ch_uka_p2pns,20,GradientBoosting,0.000418903,"{'min_samples_split': 5, 'warm_start': False, 'loss': 'huber', 'max_leaf_nodes': 4, 'min_samples_leaf': 8, 'learning_rate': 0.05, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 50}"
planetlab2_inf_ethz_ch_uw_oneswarm,10,SVR,0.010728171,"{'coef0': 0, 'degree': 6, 'kernel': 'rbf', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab2_informatik_uni-leipzig_de_irisaple_HEAP,10,GradientBoosting,0.001140249,"{'min_samples_split': 5, 'warm_start': False, 'loss': 'ls', 'max_leaf_nodes': 10, 'min_samples_leaf': 9, 'learning_rate': 0.05, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 5, 'max_features': 'auto', 'n_estimators': 10}"
planetlab2_informatik_uni-leipzig_de_irisaple_wup,10,DNN,0.001134028,28
planetlab2_informatik_uni-leipzig_de_uw_oneswarm,15,LinearRegression,0.014752318,None
planetlab2_jhu_edu_root,1,KNN,0.011134468,"{'algorithm': 'brute', 'p': 1, 'leaf_size': 5, 'n_neighbors': 3, 'weights': 'distance'}"
planetlab2_jhu_edu_uw_oneswarm,10,DNN,0.004727133,6
planetlab2_koganei_wide_ad_jp_root,10,GradientBoosting,0.016187492,"{'min_samples_split': 10, 'warm_start': False, 'loss': 'ls', 'max_leaf_nodes': 6, 'min_samples_leaf': 9, 'learning_rate': 0.01, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 2, 'max_features': 'sqrt', 'n_estimators': 50}"
planetlab2_millennium_berkeley_edu_nyu_d,20,DNN,0.001703466,84
planetlab2_millennium_berkeley_edu_princeton_codeen,15,LinearRegression,0.003663508,None
planetlab2_millennium_berkeley_edu_root,15,SVR,0.004517445,"{'coef0': 0, 'degree': 19, 'kernel': 'rbf', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab2_millennium_berkeley_edu_ufl_ipop3,2,LinearRegression,0.00026484,None
planetlab2_millennium_berkeley_edu_ufl_svpn,15,GradientBoosting,0.000217647,"{'min_samples_split': 7, 'warm_start': True, 'loss': 'huber', 'max_leaf_nodes': 2, 'min_samples_leaf': 8, 'learning_rate': 0.3, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 10}"
planetlab2_millennium_berkeley_edu_uw_oneswarm,15,SVR,0.004728478,"{'coef0': 0, 'degree': 13, 'kernel': 'linear', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab2_millennium_berkeley_edu_uw_seattle,10,DNN,0.00046143,64
planetlab2_mnlab_cti_depaul_edu_uw_oneswarm,10,LinearRegression,0.007319455,None
planetlab2_netlab_uky_edu_uka_p2pns,20,DNN,0.000158791,94
planetlab2_netmedia_gist_ac_kr_princeton_codeen,20,SVR,0.001843019,"{'coef0': 0, 'degree': 5, 'kernel': 'rbf', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab2_netmedia_gist_ac_kr_uw_oneswarm,20,RandomForest,0.001589424,"{'bootstrap': True, 'min_samples_split': 9, 'min_samples_leaf': 6, 'max_depth': None, 'n_estimators': 200}"
planetlab2_ntu_nodes_planet-lab_org_princeton_comon,2,GradientBoosting,0.000277357,"{'min_samples_split': 9, 'warm_start': True, 'loss': 'huber', 'max_leaf_nodes': 8, 'min_samples_leaf': 4, 'learning_rate': 0.01, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': None, 'max_features': 'log2', 'n_estimators': 50}"
planetlab2_pc_cis_udel_edu_att_bwe,4,GradientBoosting,0.011955491,"{'min_samples_split': 3, 'warm_start': True, 'loss': 'lad', 'max_leaf_nodes': 4, 'min_samples_leaf': 4, 'learning_rate': 0.1, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 20}"
planetlab2_pc_cis_udel_edu_howard_p2psip,1,LinearRegression,0.012267159,None
planetlab2_pc_cis_udel_edu_imperial_gds,1,AdaBooster,0.008913046,"{'learning_rate': 0.01, 'loss': 'exponential', 'n_estimators': 10}"
planetlab2_pc_cis_udel_edu_irisaple_sTube,20,GradientBoosting,0.009808268,"{'min_samples_split': 5, 'warm_start': True, 'loss': 'quantile', 'max_leaf_nodes': 4, 'min_samples_leaf': 3, 'learning_rate': 0.01, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 2, 'max_features': 'auto', 'n_estimators': 10}"
planetlab2_pc_cis_udel_edu_nyu_d,3,DNN,0.000518303,47
planetlab2_pc_cis_udel_edu_root,10,RandomForest,0.015386421,"{'bootstrap': True, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_depth': 5, 'n_estimators': 100}"
planetlab2_pc_cis_udel_edu_technion_dist_stor,2,GradientBoosting,0.026453654,"{'min_samples_split': 3, 'warm_start': False, 'loss': 'ls', 'max_leaf_nodes': 9, 'min_samples_leaf': 4, 'learning_rate': 0.01, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': 2, 'max_features': 'sqrt', 'n_estimators': 50}"
planetlab2_pc_cis_udel_edu_ucla_dnsre,3,SVR,0.009757499,"{'coef0': 0, 'degree': 7, 'kernel': 'sigmoid', 'shrinking': False, 'C': 1, 'epsilon': 0}"
planetlab2_pc_cis_udel_edu_umass_globaltube,2,GradientBoosting,0.008329132,"{'min_samples_split': 8, 'warm_start': True, 'loss': 'huber', 'max_leaf_nodes': 4, 'min_samples_leaf': 1, 'learning_rate': 0.1, 'presort': False, 'min_weight_fraction_leaf': 0, 'max_depth': None, 'max_features': 'log2', 'n_estimators': 20}"
planetlab2_pc_cis_udel_edu_unitnple_csaba,20,DNN,0.014928253,6
planetlab2_pc_cis_udel_edu_utoronto_li_rs,5,AdaBooster,0.006649493,"{'learning_rate': 0.01, 'loss': 'square', 'n_estimators': 10}"
planetlab2_pc_cis_udel_edu_uw_oneswarm,3,DNN,0.013392521,27
planetlab2_pc_cis_udel_edu_uw_trs2,20,DNN,0.008707056,22
planetlab2_pc_cis_udel_edu_williams_gush,5,GradientBoosting,0.015256887,"{'min_samples_split': 10, 'warm_start': True, 'loss': 'huber', 'max_leaf_nodes': 5, 'min_samples_leaf': 10, 'learning_rate': 0.05, 'presort': True, 'min_weight_fraction_leaf': 0, 'max_depth': None, 'max_features': 'log2', 'n_estimators': 10}"
planetlab2_pop-mg_rnp_br_princeton_codeen,15,LinearRegression,0.000375857,None
planetlab2_pop-mg_rnp_br_uw_oneswarm,20,SVR,0.00194388,"{'coef0': 0, 'degree': 18, 'kernel': 'rbf', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab2_pop-rj_rnp_br_irisaple_wup,20,DNN,0.000324581,99
planetlab2_rd_tut_fi_irisaple_HEAP,2,LinearRegression,0.001726506,None
planetlab2_rd_tut_fi_irisaple_wup,5,DecisionTree,0.001970153,"{'max_leaf_nodes': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 8, 'presort': True, 'min_samples_split': 6, 'max_depth': 3, 'max_features': 'log2', 'min_weight_fraction_leaf': 0}"
planetlab2_rd_tut_fi_uw_oneswarm,20,RandomForest,0.011836882,"{'bootstrap': True, 'min_samples_split': 7, 'min_samples_leaf': 6, 'max_depth': 5, 'n_estimators': 200}"
planetlab2_s3_kth_se_irisaple_HEAP,1,DNN,0.003741233,19
planetlab2_s3_kth_se_irisaple_wup,20,DNN,0.001642948,33
planetlab2_s3_kth_se_root,15,AdaBooster,0.007345517,"{'learning_rate': 0.05, 'loss': 'square', 'n_estimators': 50}"
planetlab2_s3_kth_se_uw_oneswarm,15,SVR,0.003932491,"{'coef0': 0, 'degree': 3, 'kernel': 'rbf', 'shrinking': True, 'C': 1, 'epsilon': 0}"
planetlab2_tau_ac_il_irisaple_HEAP,1,DNN,0.000982089,63
